name,type,address,defacto,scale,mega,inverter,system,subsystem,description
valueElectricMeterL1ToNeutralVoltage,InputRegister,72,30073,100,0,1,Electric,Unit,"Electric meter L1-0 voltage (V)"
valueElectricMeterL2ToNeutralVoltage,InputRegister,73,30074,100,0,1,Electric,Unit,"Electric meter L2-0 voltage (V)"
valueElectricMeterL3ToNeutralVoltage,InputRegister,74,30075,100,0,1,Electric,Unit,"Electric meter L3-0 voltage (V)"
valueElectricMeterL1ToL2Voltage,InputRegister,75,30076,10,0,1,Electric,Unit,"Electric meter L1-L2 voltage (V)"
valueElectricMeterL2ToL3Voltage,InputRegister,76,30077,10,0,1,Electric,Unit,"Electric meter L2-L3 voltage (V)"
valueElectricMeterL3ToL1Voltage,InputRegister,77,30078,10,0,1,Electric,Unit,"Electric meter L3-L1 voltage (V)"
valueElectricMeterL1Power,InputRegister,78,30079,1,0,1,Electric,Unit,"Electric meter L1 power (W)"
valueElectricMeterL2Power,InputRegister,79,30080,1,0,1,Electric,Unit,"Electric meter L2 power (W)"
valueElectricMeterL3Power,InputRegister,80,30081,1,0,1,Electric,Unit,"Electric meter L3 power (W)"
valueElectricMeterValue,InputRegister,81,30082,1,0,1,Electric,Unit,"Electric meter - meter value (kWh)"
valueHeatpumpComfortMode,InputRegister,82,30083,1,1,1,Heatpump,Unit,"Comfort mode *4"
valueElectricMeterKwhTotalLsb,InputRegister,83,30084,10,0,1,Electric,Unit,"Electric meter kWh total (LSB)"
valueElectricMeterKwhTotalMsb,InputRegister,84,30085,10,0,1,Electric,Unit,"Electric meter kWh total (MSB)"
valueTapwaterWcsValvePosition,InputRegister,85,30086,100,1,0,Tapwater,WCS,"WCS valve position (EM)"
valueTapwaterTwcValvePosition,InputRegister,86,30087,100,1,1,Tapwater,TWC,"TWC valve position (EM)"
valueHeatingMixValve2Position,InputRegister,87,30088,100,1,1,Heating,MixValve2,"Mix valve 2 position (EM)"
valueHeatingMixValve3Position,InputRegister,88,30089,100,1,1,Heating,MixValve3,"Mix valve 3 position (EM)"
valueHeatingMixValve4Position,InputRegister,89,30090,100,1,1,Heating,MixValve4,"Mix valve 4 position (EM)"
valueHeatingMixValve5Position,InputRegister,90,30091,100,1,1,Heating,MixValve5,"Mix valve 5 position (EM)"
valueCoolingDewPointRoom,InputRegister,91,30092,100,1,0,Cooling,CoolingCircuit,"Dew point room (EM)"
valueCoolingSupplyLineMixValvePosition,InputRegister,92,30093,100,1,0,Cooling,CoolingCircuit,"Cooling supply line mix valve position (EM)"
valueCoolingSurplusHeatFanSpeed,InputRegister,93,30094,100,1,0,Cooling,SurplusHeat,"Surplus heat fan speed (EM)"
valuePoolSupplyLineMixValvePosition,InputRegister,94,30095,100,1,0,Pool,Unit,"Pool supply line mix valve position (EM)"
valueTapwaterTwcSupplyLineTemperature,InputRegister,95,30096,100,1,1,Tapwater,TWC,"TWC supply line temperature (EM)"
valueTapwaterTwcReturnTemperature,InputRegister,96,30097,100,1,1,Tapwater,TWC,"TWC return temperature (EM)"
valueTapwaterWcsReturnLineTemperature,InputRegister,97,30098,100,1,0,Tapwater,WCS,"WCS return line temperature (EM)"
valueTapwaterTwcEndTankTemperature,InputRegister,98,30099,100,1,1,Tapwater,TWC,"TWC end tank temperature (EM)"
valueHeatingMixValve2SupplyLineTemperature,InputRegister,99,30100,100,1,1,Heating,MixValve2,"Mix valve 2 supply line temperature (EM)"
valueHeatingMixValve3SupplyLineTemperature,InputRegister,100,30101,100,1,1,Heating,MixValve3,"Mix valve 3 supply line temperature (EM)"
valueHeatingMixValve4SupplyLineTemperature,InputRegister,101,30102,100,1,1,Heating,MixValve4,"Mix valve 4 supply line temperature (EM)"
valueCoolingCircuitReturnLineTemperature,InputRegister,103,30104,100,1,0,Cooling,CoolingCircuit,"Cooling circuit return line temperature (EM)"
valueCoolingTankTemperature,InputRegister,104,30105,100,1,0,Cooling,CoolingTank,"Cooling tank temperature (EM)"
valueCoolingTankReturnLineTemperature,InputRegister,105,30106,100,1,0,Cooling,CoolingTank,"Cooling tank return line temperature (EM)"
valueCoolingCircuitSupplyLineTemperature,InputRegister,106,30107,100,1,0,Cooling,CoolingCircuit,"Cooling circuit supply line temperature (EM)"
valueHeatingMixValve5SupplyLineTemperature,InputRegister,107,30108,100,1,1,Heating,MixValve5,"Mix valve 5 supply line temperature (EM)"
valueHeatingMixValve2ReturnLineTemperature,InputRegister,109,30110,100,1,1,Heating,MixValve2,"Mix valve 2 return line temperature (EM)"
valueHeatingMixValve3ReturnLineTemperature,InputRegister,111,30112,100,1,1,Heating,MixValve3,"Mix valve 3 return line temperature (EM)"
valueHeatingMixValve4ReturnLineTemperature,InputRegister,113,30114,100,1,1,Heating,MixValve4,"Mix valve 4 return line temperature (EM)"
valueHeatingMixValve5ReturnLineTemperature,InputRegister,115,30116,100,1,1,Heating,MixValve5,"Mix valve 5 return line temperature (EM)"
valueCoolingSurplusHeatReturnLineTemperature,InputRegister,117,30118,100,1,0,Cooling,SurplusHeat,"Surplus heat return line temperature (EM)"
valueCoolingSurplusHeatSupplyLineTemperature,InputRegister,118,30119,100,1,0,Cooling,SurplusHeat,"Surplus heat supply line temperature (EM)"
valuePoolSupplyLineTemperature,InputRegister,119,30120,100,1,1,Pool,Unit,"Pool supply line temperature (EM)"
valuePoolReturnLineTemperature,InputRegister,120,30121,100,1,1,Pool,Unit,"Pool return line temperature (EM)"
valueHeatingRoomTemperatureSensor,InputRegister,121,30122,10,1,1,Heating,Unit,"Room temperature sensor"
valueHeatpumpBubblePointHighPressureTemperature,InputRegister,122,30123,100,1,1,Heatpump,Unit,"Bubble point, high pressure temperature"
valueHeatpumpDewPointHighPressureTemperature,InputRegister,123,30124,100,1,1,Heatpump,Unit,"Dew point, high pressure temperature"
valueHeatpumpDewPointLowPressureTemperature,InputRegister,124,30125,100,1,1,Heatpump,Unit,"Dew point, low pressure temperature"
valueHeatpumpSuperheatTemperature,InputRegister,125,30126,100,1,1,Heatpump,Unit,"Superheat temperature"
valueHeatpumpSubCoolingTemperature,InputRegister,126,30127,100,1,1,Heatpump,Unit,"Sub cooling temperature"
valueHeatpumpLowPressureSidePressure,InputRegister,127,30128,100,1,1,Heatpump,Unit,"Low pressure side, pressure (bar(g))"
valueHeatpumpHighPressureSidePressure,InputRegister,128,30129,100,1,1,Heatpump,Unit,"High pressure side, pressure (bar(g))"
valueHeatpumpLiquidLineTemperature,InputRegister,129,30130,100,1,1,Heatpump,Unit,"Liquid line temperature"
valueHeatpumpSuctionGasTemperature,InputRegister,130,30131,100,1,1,Heatpump,Unit,"Suction gas temperature"
valueHeatingSeasonIntegralValue,InputRegister,131,30132,1,1,1,Heating,Unit,"Heating season integral value"
valueHeatpumpPidPValue,InputRegister,132,30133,100,1,1,Heatpump,Unit,"P - value for gear shifting and demand calculation"
valueHeatpumpPidIValue,InputRegister,133,30134,100,1,1,Heatpump,Unit,"I - value for gear shifting and demand calculation"
valueHeatpumpPidDValue,InputRegister,134,30135,100,1,1,Heatpump,Unit,"D - value for gear shifting and demand calculation"
valueHeatpumpBufferTankIValue,InputRegister,135,30136,100,1,1,Heatpump,Unit,"I - value for compressor ON/OFF (Buffer tank)"
valueHeatpumpBufferTankPValue,InputRegister,136,30137,100,1,1,Heatpump,Unit,"P - value for compressor ON/OFF (Buffer tank)"
valueHeatingMixValveCoolingOpeningDegree,InputRegister,137,30138,1,1,1,Heating,Unit,"Mix valve cooling opening degree (EM2/3)"
valueTapwaterDesiredGear,InputRegister,139,30140,1,1,1,Tapwater,Unit,"Desired gear for tap water"
valueHeatingDesiredGear,InputRegister,140,30141,1,1,1,Heating,Unit,"Desired gear for heating"
valueCoolingDesiredGear,InputRegister,141,30142,1,1,1,Cooling,Unit,"Desired gear for cooling"
valuePoolDesiredGear,InputRegister,142,30143,1,1,1,Pool,Unit,"Desired gear for pool"
valueHeatpumpNumberOfAvailableSecondariesGenesis,InputRegister,143,30144,1,1,0,Heatpump,Unit,"Number of available secondaries Genesis"
valueHeatpumpNumberOfAvailableSecondariesLegacy,InputRegister,144,30145,1,1,0,Heatpump,Unit,"Number of available secondaries Legacy"
valueHeatpumpTotalDistributedGearsAllUnits,InputRegister,145,30146,1,1,1,Heatpump,Unit,"Total distributed gears to all units"
valueHeatpumpMaximumGearCurrentlyRequested,InputRegister,146,30147,1,1,1,Heatpump,Unit,"Maximum gear out of all the currently requested gears"
valueHeatingMixValve1DesiredTemperature,InputRegister,147,30148,100,1,1,Heating,MixValve1,"Desired temperature distribution circuit Mix valve 1"
valueHeatingMixValve2DesiredTemperature,InputRegister,148,30149,100,1,1,Heating,MixValve2,"Desired temperature distribution circuit Mix valve 2"
valueHeatingMixValve3DesiredTemperature,InputRegister,149,30150,100,1,1,Heating,MixValve3,"Desired temperature distribution circuit Mix valve 3"
valueHeatingMixValve4DesiredTemperature,InputRegister,150,30151,100,1,1,Heating,MixValve4,"Desired temperature distribution circuit Mix valve 4"
valueHeatingMixValve5DesiredTemperature,InputRegister,151,30152,100,1,1,Heating,MixValve5,"Desired temperature distribution circuit Mix valve 5"
valueTapwaterHgwDisconnectEndTank,InputRegister,152,30153,1,1,0,Tapwater,HGW,"Disconnect hot gas end tank, 0 = connected, 1 = disconnected"
valueHeatpumpLegacyCompressorRunning,InputRegister,153,30154,1,1,0,Heatpump,Unit,"Legacy heat pump compressor running (bit field)"
valueHeatpumpLegacyReportingAlarm,InputRegister,154,30155,1,1,0,Heatpump,Unit,"Legacy heat pump reporting alarm (bit field)"
valueHeatpumpLegacyStartSignal,InputRegister,155,30156,1,1,0,Heatpump,Unit,"Legacy heat pump start signal (bit field)"
valueHeatpumpLegacyTapWaterSignal,InputRegister,156,30157,1,1,0,Heatpump,Unit,"Legacy heat pump tap water signal (bit field)"
valueHeatpumpPrimaryUnitAlarmClassDCombined,InputRegister,160,30161,1,1,0,Heatpump,Unit,"Primary unit alarm - the combined output of all Class D alarms. This signal is a bit field, one bit for each secondary heat pump unit."
valueHeatpumpPrimaryUnitAlarmLostCommunicationGenesis,InputRegister,161,30162,1,1,0,Heatpump,Unit,"Primary unit alarm - the primary unit has lost communication with one or more Genesis secondaries. This signal is a bit field, one bit for each heat pump."
valueHeatpumpPrimaryUnitAlarmClassASecondary,InputRegister,162,30163,1,1,0,Heatpump,Unit,"Primary unit alarm - Class A alarm detected on the Genesis secondary heat pump unit. This signal is a bit field, one bit for each secondary heat pump unit."
valueHeatpumpPrimaryUnitAlarmClassBSecondary,InputRegister,163,30164,1,1,0,Heatpump,Unit,"Primary unit alarm - Class B alarm detected on the Genesis secondary heat pump unit. This signal is a bit field, one bit for each secondary heat pump unit."
valueHeatpumpPrimaryUnitAlarmClassECombined,InputRegister,170,30171,1,1,0,Heatpump,Unit,"Primary unit alarm - the combined output of all Class E alarms. This signal is a bit field, one bit for each legacy secondary heat pump unit."
valueHeatpumpPrimaryUnitAlarmLegacyGeneral,InputRegister,171,30172,1,1,0,Heatpump,Unit,"Primary unit alarm - general legacy heat pump alarm. This signal is a bit field, one bit for each legacy secondary heat pump unit. Detects if the sum alarm of the secondary unit is active."
valueHeatpumpPrimaryUnitAlarmLegacyExpansionCardCommunication,InputRegister,173,30174,1,1,0,Heatpump,Unit,"Primary unit alarm - the primary unit can not communicate with the corresponding expansion card for the legacy heat pump. This signal is a bit field, one bit for each legacy secondary heat pump unit."
# holding register
setHeatpumpOperationalMode,HoldingRegister,0,40001,1,1,1,Heatpump,Unit,"Operational mode *2"
setHeatingMaxLimitationSetPointCurveRadiator,HoldingRegister,3,40004,100,1,1,Heating,Unit,"Max limitation, set point curve radiator"
setHeatingMinLimitationSetPointCurveRadiator,HoldingRegister,4,40005,100,1,1,Heating,Unit,"Min limitation, set point curve radiator"
setHeatingComfortWheelSetting,HoldingRegister,5,40006,100,1,1,Heating,Unit,"Comfort wheel setting"
setHeatingHeatCurveYCoordinate1,HoldingRegister,6,40007,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 1 (highest outdoor temperature)"
setHeatingHeatCurveYCoordinate2,HoldingRegister,7,40008,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 2"
setHeatingHeatCurveYCoordinate3,HoldingRegister,8,40009,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 3"
setHeatingHeatCurveYCoordinate4,HoldingRegister,9,40010,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 4"
setHeatingHeatCurveYCoordinate5,HoldingRegister,10,40011,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 5"
setHeatingHeatCurveYCoordinate6,HoldingRegister,11,40012,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 6"
setHeatingHeatCurveYCoordinate7,HoldingRegister,12,40013,100,1,1,Heating,Unit,"Set point heat curve, Y-coordinate 7 (lowest outdoor temperature)"
setHeatingSeasonStopTemperature,HoldingRegister,16,40017,100,1,1,Heating,Unit,"Heating season stop temperature"
setTapwaterStartTemperature,HoldingRegister,22,40023,100,1,1,Tapwater,Unit,"Start temperature tap water"
setTapwaterStopTemperature,HoldingRegister,23,40024,100,1,1,Tapwater,Unit,"Stop temperature tap water"
setHeatpumpMinAllowedGearHeating,HoldingRegister,26,40027,1,1,1,Heatpump,Unit,"Minimum allowed gear in heating *3"
setHeatpumpMaxAllowedGearHeating,HoldingRegister,27,40028,1,1,1,Heatpump,Unit,"Maximum allowed gear in heating *3"
setHeatpumpMaxAllowedGearTapWater,HoldingRegister,28,40029,1,1,1,Heatpump,Unit,"Maximum allowed gear in tap water *3"
setHeatpumpMinAllowedGearTapWater,HoldingRegister,29,40030,1,1,1,Heatpump,Unit,"Minimum allowed gear in tap water *3"
setCoolingMixValveSetPoint,HoldingRegister,30,40031,100,1,0,Cooling,CoolingCircuit,"Cooling mix valve set point (EM)"
setTapwaterTwcMixValveSetPoint,HoldingRegister,31,40032,100,1,1,Tapwater,TWC,"TWC mix valve set point (EM)"
setTapwaterWcsReturnLineSetPoint,HoldingRegister,32,40033,100,1,0,Tapwater,WCS,"WCS return line set point (EM)"
setTapwaterTwcMixValveLowestAllowedOpeningDegree,HoldingRegister,33,40034,100,1,1,Tapwater,TWC,"TWC mix valve lowest allowed opening degree (EM)"
setTapwaterTwcMixValveHighestAllowedOpeningDegree,HoldingRegister,34,40035,100,1,1,Tapwater,TWC,"TWC mix valve highest allowed opening degree (EM)"
setTapwaterTwcStartTemperatureImmersionHeater,HoldingRegister,35,40036,100,1,1,Tapwater,TWC,"TWC start temperature immersion heater (EM)"
setTapwaterTwcStartDelayImmersionHeater,HoldingRegister,36,40037,100,1,1,Tapwater,TWC,"TWC start delay immersion heater, seconds (EM)"
setTapwaterTwcStopTemperatureImmersionHeater,HoldingRegister,37,40038,100,1,1,Tapwater,TWC,"TWC stop temperature immersion heater (EM)"
setTapwaterWcsMixValveLowestAllowedOpeningDegree,HoldingRegister,38,40039,100,1,0,Tapwater,WCS,"WCS mix valve lowest allowed opening degree (EM)"
setTapwaterWcsMixValveHighestAllowedOpeningDegree,HoldingRegister,39,40040,100,1,0,Tapwater,WCS,"WCS mix valve highest allowed opening degree (EM)"
setHeatingMixValve2LowestAllowedOpeningDegree,HoldingRegister,40,40041,100,1,1,Heating,MixValve2,"Mix valve 2 lowest allowed opening degree (EM)"
setHeatingMixValve2HighestAllowedOpeningDegree,HoldingRegister,41,40042,100,1,1,Heating,MixValve2,"Mix valve 2 highest allowed opening degree (EM)"
setHeatingMixValve3LowestAllowedOpeningDegree,HoldingRegister,42,40043,100,1,1,Heating,MixValve3,"Mix valve 3 lowest allowed opening degree (EM)"
setHeatingMixValve3HighestAllowedOpeningDegree,HoldingRegister,43,40044,100,1,1,Heating,MixValve3,"Mix valve 3 highest allowed opening degree (EM)"
setHeatingMixValve4LowestAllowedOpeningDegree,HoldingRegister,44,40045,100,1,1,Heating,MixValve4,"Mix valve 4 lowest allowed opening degree (EM)"
setHeatingMixValve4HighestAllowedOpeningDegree,HoldingRegister,45,40046,100,1,1,Heating,MixValve4,"Mix valve 4 highest allowed opening degree (EM)"
setHeatingMixValve5LowestAllowedOpeningDegree,HoldingRegister,46,40047,100,1,1,Heating,MixValve5,"Mix valve 5 lowest allowed opening degree (EM)"
setHeatingMixValve5HighestAllowedOpeningDegree,HoldingRegister,47,40048,100,1,1,Heating,MixValve5,"Mix valve 5 highest allowed opening degree (EM)"
setCoolingSurplusHeatChillerSetPoint,HoldingRegister,48,40049,100,1,0,Cooling,SurplusHeat,"Surplus heat chiller set point (EM)"
setCoolingSupplyLineMixValveLowestAllowedOpeningDegree,HoldingRegister,49,40050,100,1,0,Cooling,CoolingCircuit,"Cooling supply line mix valve: Lowest allowed opening degree (EM)"
setCoolingSupplyLineMixValveHighestAllowedOpeningDegree,HoldingRegister,50,40051,100,1,0,Cooling,CoolingCircuit,"Cooling supply line mix valve: Highest allowed opening degree (EM)"
setCoolingSurplusHeatOpeningDegreeStartFan1,HoldingRegister,51,40052,100,1,0,Cooling,SurplusHeat,"Surplus heat opening degree for starting fan 1 (EM)"
setCoolingSurplusHeatOpeningDegreeStartFan2,HoldingRegister,52,40053,100,1,0,Cooling,SurplusHeat,"Surplus heat opening degree for starting fan 2 (EM)"
setCoolingSurplusHeatOpeningDegreeStopFan1,HoldingRegister,53,40054,100,1,0,Cooling,SurplusHeat,"Surplus heat opening degree for stopping fan 1 (EM)"
setCoolingSurplusHeatOpeningDegreeStopFan2,HoldingRegister,54,40055,100,1,0,Cooling,SurplusHeat,"Surplus heat opening degree for stopping fan 2 (EM)"
setCoolingSurplusHeatLowestAllowedOpeningDegree,HoldingRegister,55,40056,100,1,0,Cooling,SurplusHeat,"Surplus heat lowest allowed opening degree (EM)"
setCoolingSurplusHeatHighestAllowedOpeningDegree,HoldingRegister,56,40057,100,1,0,Cooling,SurplusHeat,"Surplus heat highest allowed opening degree (EM)"
setPoolChargeSetPoint,HoldingRegister,58,40059,100,1,1,Pool,Unit,"Pool charge set point (EM)"
setPoolMixValveLowestAllowedOpeningDegree,HoldingRegister,59,40060,100,1,0,Pool,Unit,"Pool mix valve lowest allowed opening degree (EM)"
setPoolMixValveHighestAllowedOpeningDegree,HoldingRegister,60,40061,100,1,0,Pool,Unit,"Pool mix valve highest allowed opening degree (EM)"
setHeatpumpGearShiftDelayHeating,HoldingRegister,61,40062,1,1,1,Heatpump,Unit,"Gear shift delay heating"
setHeatpumpGearShiftDelayPool,HoldingRegister,62,40063,1,1,1,Heatpump,Unit,"Gear shift delay pool"
setHeatpumpGearShiftDelayCooling,HoldingRegister,63,40064,1,1,1,Heatpump,Unit,"Gear shift delay cooling"
setHeatpumpBrineInHighAlarmLimit,HoldingRegister,67,40068,100,1,1,Heatpump,Unit,"Brine in high alarm limit"
setHeatpumpBrineInLowAlarmLimit,HoldingRegister,68,40069,100,1,1,Heatpump,Unit,"Brine in low alarm limit"
setHeatpumpBrineOutLowAlarmLimit,HoldingRegister,69,40070,100,1,1,Heatpump,Unit,"Brine out low alarm limit"
setHeatpumpBrineMaxDeltaLimit,HoldingRegister,70,40071,100,1,1,Heatpump,Unit,"Brine max delta limit"
setTapwaterHgwPumpStartTemperatureDischargePipe,HoldingRegister,71,40072,100,1,0,Tapwater,HGW,"Hot gas pump start temperature discharge pipe"
setTapwaterHgwPumpLowerStopLimitTemperatureDischargePipe,HoldingRegister,72,40073,100,1,0,Tapwater,HGW,"Hot gas pump lower stop limit temperature discharge pipe"
setTapwaterHgwPumpUpperStopLimitTemperatureDischargePipe,HoldingRegister,73,40074,100,1,0,Tapwater,HGW,"Hot gas pump upper stop limit temperature discharge pipe"
setHeatpumpExternalAdditionalHeaterStartPidSum,HoldingRegister,75,40076,1,1,1,Heatpump,Unit,"External additional heater start (PID sum)"
setHeatpumpCondenserPumpLowestAllowedSpeed,HoldingRegister,76,40077,100,1,1,Heatpump,Unit,"Condenser pump lowest allowed speed (%)"
setHeatpumpBrinePumpLowestAllowedSpeed,HoldingRegister,77,40078,100,1,1,Heatpump,Unit,"Brine pump lowest allowed speed (%)"
setHeatpumpExternalAdditionalHeaterStopPidSum,HoldingRegister,78,40079,100,1,1,Heatpump,Unit,"External additional heater stop (PID sum)"
setHeatpumpCondenserPumpHighestAllowedSpeed,HoldingRegister,79,40080,100,1,1,Heatpump,Unit,"Condenser pump highest allowed speed (%)"
setHeatpumpBrinePumpHighestAllowedSpeed,HoldingRegister,80,40081,100,1,1,Heatpump,Unit,"Brine pump highest allowed speed (%)"
setHeatpumpCondenserPumpStandbySpeed,HoldingRegister,81,40082,100,1,1,Heatpump,Unit,"Condenser pump standby speed (%)"
setHeatpumpBrinePumpStandbySpeed,HoldingRegister,82,40083,100,1,1,Heatpump,Unit,"Brine pump standby speed (%)"
setHeatpumpMinAllowedGearPool,HoldingRegister,85,40086,1,1,1,Heatpump,Unit,"Minimum allowed gear in pool *3"
setHeatpumpMaxAllowedGearPool,HoldingRegister,86,40087,1,1,1,Heatpump,Unit,"Maximum allowed gear in pool *3"
setHeatpumpMinAllowedGearCooling,HoldingRegister,87,40088,1,1,1,Heatpump,Unit,"Minimum allowed gear in cooling *3"
setHeatpumpMaxAllowedGearCooling,HoldingRegister,88,40089,1,1,1,Heatpump,Unit,"Maximum allowed gear in cooling *3"
setCoolingStartTemp,HoldingRegister,105,40106,100,1,1,Cooling,CoolingTank,"Start temp for cooling (EM)"
setCoolingStopTemp,HoldingRegister,106,40107,100,1,1,Cooling,CoolingTank,"Stop temp for cooling (EM)"
setHeatingMixValve1MinLimitationSetPointCurve,HoldingRegister,107,40108,100,1,1,Heating,MixValve1,"Min limitation Set point curve radiator Mix valve 1"
setHeatingMixValve1MaxLimitationSetPointCurve,HoldingRegister,108,40109,100,1,1,Heating,MixValve1,"Max limitation Set point curve radiator Mix valve 1"
setHeatingMixValve1HeatCurveYCoordinate1,HoldingRegister,109,40110,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 1 Mix valve 1 (highest outdoor temperature)"
setHeatingMixValve1HeatCurveYCoordinate2,HoldingRegister,110,40111,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 2 Mix valve 1"
setHeatingMixValve1HeatCurveYCoordinate3,HoldingRegister,111,40112,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 3 Mix valve 1"
setHeatingMixValve1HeatCurveYCoordinate4,HoldingRegister,112,40113,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 4 Mix valve 1"
setHeatingMixValve1HeatCurveYCoordinate5,HoldingRegister,113,40114,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 5 Mix valve 1"
setHeatingMixValve1HeatCurveYCoordinate6,HoldingRegister,114,40115,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 6 Mix valve 1"
setHeatingMixValve1HeatCurveYCoordinate7,HoldingRegister,115,40116,100,1,1,Heating,MixValve1,"Set point curve, Y-coordinate 7 Mix valve 1 (lowest outdoor temperature)"
setHeatingFixedSystemSupplySetPoint,HoldingRegister,116,40117,100,1,1,Heating,Unit,"Fixed system supply set point, requires defacto address 42 to be enabled"
setHeatingMixValve2MinLimitationSetPointCurve,HoldingRegister,199,40200,100,1,1,Heating,MixValve2,"Min limitation Set point curve radiator Mix valve 2"
setHeatingMixValve2MaxLimitationSetPointCurve,HoldingRegister,200,40201,100,1,1,Heating,MixValve2,"Max limitation Set point curve radiator Mix valve 2"
setHeatingMixValve2HeatCurveYCoordinate1,HoldingRegister,201,40202,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 1 Mix valve 2 (highest outdoor temperature)"
setHeatingMixValve2HeatCurveYCoordinate2,HoldingRegister,202,40203,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 2 Mix valve 2"
setHeatingMixValve2HeatCurveYCoordinate3,HoldingRegister,203,40204,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 3 Mix valve 2"
setHeatingMixValve2HeatCurveYCoordinate4,HoldingRegister,204,40205,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 4 Mix valve 2"
setHeatingMixValve2HeatCurveYCoordinate5,HoldingRegister,205,40206,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 5 Mix valve 2"
setHeatingMixValve2HeatCurveYCoordinate6,HoldingRegister,206,40207,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 6 Mix valve 2"
setHeatingMixValve2HeatCurveYCoordinate7,HoldingRegister,207,40208,100,1,1,Heating,MixValve2,"Set point curve, Y-coordinate 7 Mix valve 2 (lowest outdoor temperature)"
setHeatingMixValve3MinLimitationSetPointCurve,HoldingRegister,208,40209,100,1,1,Heating,MixValve3,"Min limitation Set point curve radiator Mix valve 3"
setHeatingMixValve3MaxLimitationSetPointCurve,HoldingRegister,209,40210,100,1,1,Heating,MixValve3,"Max limitation Set point curve radiator Mix valve 3"
setHeatingMixValve3HeatCurveYCoordinate1,HoldingRegister,210,40211,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 1 Mix valve 3 (highest outdoor temperature)"
setHeatingMixValve3HeatCurveYCoordinate2,HoldingRegister,211,40212,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 2 Mix valve 3"
setHeatingMixValve3HeatCurveYCoordinate3,HoldingRegister,212,40213,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 3 Mix valve 3"
setHeatingMixValve3HeatCurveYCoordinate4,HoldingRegister,213,40214,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 4 Mix valve 3"
setHeatingMixValve3HeatCurveYCoordinate5,HoldingRegister,214,40215,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 5 Mix valve 3"
setHeatingMixValve3HeatCurveYCoordinate6,HoldingRegister,215,40216,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 6 Mix valve 3"
setHeatingMixValve3HeatCurveYCoordinate7,HoldingRegister,216,40217,100,1,1,Heating,MixValve3,"Set point curve, Y-coordinate 7 Mix valve 3 (lowest outdoor temperature)"
setHeatingMixValve4MinLimitationSetPointCurve,HoldingRegister,239,40240,100,1,1,Heating,MixValve4,"Min limitation Set point curve radiator Mix valve 4"
setHeatingMixValve4MaxLimitationSetPointCurve,HoldingRegister,240,40241,100,1,1,Heating,MixValve4,"Max limitation Set point curve radiator Mix valve 4"
setHeatingMixValve4HeatCurveYCoordinate1,HoldingRegister,241,40242,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 1 Mix valve 4 (highest outdoor temperature)"
setHeatingMixValve4HeatCurveYCoordinate2,HoldingRegister,242,40243,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 2 Mix valve 4"
setHeatingMixValve4HeatCurveYCoordinate3,HoldingRegister,243,40244,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 3 Mix valve 4"
setHeatingMixValve4HeatCurveYCoordinate4,HoldingRegister,244,40245,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 4 Mix valve 4"
setHeatingMixValve4HeatCurveYCoordinate5,HoldingRegister,245,40246,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 5 Mix valve 4"
setHeatingMixValve4HeatCurveYCoordinate6,HoldingRegister,246,40247,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 6 Mix valve 4"
setHeatingMixValve4HeatCurveYCoordinate7,HoldingRegister,247,40248,100,1,1,Heating,MixValve4,"Set point curve, Y-coordinate 7 Mix valve 4 (lowest outdoor temperature)"
setHeatingMixValve5MinLimitationSetPointCurve,HoldingRegister,248,40249,100,1,1,Heating,MixValve5,"Min limitation Set point curve radiator Mix valve 5"
setHeatingMixValve5MaxLimitationSetPointCurve,HoldingRegister,249,40250,100,1,1,Heating,MixValve5,"Max limitation Set point curve radiator Mix valve 5"
